read,pool,length,PC1,PC2,cluster
0078d32f-06e1-4d53-b949-5ad209204db5,260526-MBTA_Da-NAS-P1,4445,-0.0006280236807073114,-0.003905485918785492,1
00791c0b-9951-4ab1-b4db-74af0994ffe4,260526-MBTA_Da-NAS-P1,4432,-0.0005564880506721695,-0.0037760043393110488,1
0079b186-7064-4c51-b2b6-09a82845ede7,260526-MBTA_Da-NAS-P1,3752,0.000556005378018757,-0.005341456616994179,1
007aa086-92b7-42c9-820e-15efaf21c040,260526-MBTA_Da-NAS-P1,3648,0.011079592799396298,-0.0022734287295995965,2
007b6cab-a7ea-4c54-bbb1-021ad642652a,260526-MBTA_Da-NAS-P1,4522,-0.0033425739025545863,-0.0013695377123904757,1
007e5018-496b-4eae-bd0f-4366683886cb,260526-MBTA_Da-NAS-P1,1249,0.007478848055535017,0.012239645036234051,0
007e62a9-4bce-4901-9a94-9be9eb9700e1,260526-MBTA_Da-NAS-P1,2319,0.0011359528432377105,0.004393702289706388,4
007f6c11-9a5a-4064-b8bc-3baaffa1c7a4,260526-MBTA_Da-NAS-P1,3881,-0.0031716105908194446,0.003984673163923244,4
00811340-e9bb-4e1f-a916-ab0df40bb89c,260526-MBTA_Da-NAS-P1,4470,-0.0010167529978502145,-0.0038349871847230027,1
00815ced-cab8-4e37-a5ae-64b70e824fb0,260526-MBTA_Da-NAS-P1,2333,-0.009135231064688502,-0.0035770128819032757,3
0082817c-99cd-480c-a8b1-427b20f82cbc,260526-MBTA_Da-NAS-P1,2339,-0.009026510287392719,0.004648960089991831,4
0082c9c3-c4d9-419f-921e-7aa18b440462,260526-MBTA_Da-NAS-P1,3350,0.012531338420277727,0.011454990834566015,0
00835585-5905-4dea-bbb9-35fc599c1498,260526-MBTA_Da-NAS-P1,4429,-0.0003872391929983527,-0.0035416027588341796,1
0084dc1e-6d39-4223-b665-33b2a7389363,260526-MBTA_Da-NAS-P1,6496,-0.004789018085367219,0.004261962348307274,4
00850e4a-b397-4198-bc01-0b3f57717038,260526-MBTA_Da-NAS-P1,5365,0.0024100784657455476,-0.003546064252267904,2
0086b605-0006-406a-a95c-b64dae89a3ba,260526-MBTA_Da-NAS-P1,4048,7.398018574089095e-05,0.003706613644576767,4
00876e8a-fed4-4211-95b2-3766dbaafa29,260526-MBTA_Da-NAS-P1,3647,-0.005945127538876589,0.004197102768874815,4
0087b221-f954-4b0a-9fbb-c6751c3d7512,260526-MBTA_Da-NAS-P1,2543,-0.00891981467302069,0.0051443861749540685,4
00887a41-ecb0-4fec-a318-e2521544da25,260526-MBTA_Da-NAS-P1,6078,0.00029848793749951905,-0.0017680127828532013,1
008880fa-1cc1-41bf-a06a-c58e5b8e376b,260526-MBTA_Da-NAS-P1,3767,0.0007875185982989452,-0.005775176008798566,1
00899daf-6ca9-4b00-a53b-b849cc166fa2,260526-MBTA_Da-NAS-P1,7564,-0.0017410985948268383,0.00026580467552264706,1
008a9afe-49ef-47d9-aa2b-c68029ce0c7e,260526-MBTA_Da-NAS-P1,4368,0.0006602096842053254,-0.004562448840987865,1
008cd220-ea2a-4bba-9eda-219724d993c0,260526-MBTA_Da-NAS-P1,2232,-0.009115014994728384,-0.0035186482979322983,3
008d6dd6-448b-482d-824b-2341d74f2619,260526-MBTA_Da-NAS-P1,2730,-0.007898832621963586,0.003485544375274943,4
008d9736-f91e-4711-ad1d-01c10ffa05a1,260526-MBTA_Da-NAS-P1,2355,-0.012086870396111596,-0.0015705088086413765,3
008e6cc4-151b-4a22-bf43-d91d5f5e6727,260526-MBTA_Da-NAS-P1,4432,-0.00163986894412553,0.004711770989535603,4
0090c707-9e19-4a5d-a1bf-9c9eb402c602,260526-MBTA_Da-NAS-P1,6118,0.002177908204004541,-0.0019116506623372835,1
00912e9e-69ea-4d8a-8a4b-a865ce6e8c15,260526-MBTA_Da-NAS-P1,3761,0.0004325740695521364,-0.005300488211598868,1
0091336b-ef2a-4a77-a8b6-089690403627,260526-MBTA_Da-NAS-P1,4156,0.009085931977432059,-0.004235812274356909,2
0091351c-3af3-4687-9efb-449c53940df7,260526-MBTA_Da-NAS-P1,2231,-0.0011869966762707521,0.0026995395528293543,4
00919d9e-0fbc-4285-a282-df187055e0db,260526-MBTA_Da-NAS-P1,2991,0.0019203753674686295,-0.0065167771701779495,1
0092e325-c3b6-410f-a334-8472459c5448,260526-MBTA_Da-NAS-P1,4758,0.0071374433123656805,-0.003311164924104074,2
00977058-baa7-4744-a827-6f74e4967e4e,260526-MBTA_Da-NAS-P1,1519,0.007402081581658018,0.0035817275921401805,2
009b1e71-9209-4afd-83d7-cbfefdc86655,260526-MBTA_Da-NAS-P1,5295,-0.0012813088724017599,-0.0025251250508934613,1
009c16f8-53b0-4fe3-8e98-7833418996ec,260526-MBTA_Da-NAS-P1,2215,0.00209278262727173,-0.0073020943352664555,1
009db135-3c28-4577-a1bc-af638c79215f,260526-MBTA_Da-NAS-P1,2445,-0.014191474019171632,0.0029510275745715862,3
009f4884-7d03-4e05-9323-0ca792aa9a4c,260526-MBTA_Da-NAS-P1,3342,0.004183689417263988,0.013623828648481912,0
00a0307f-440f-46c6-bb67-573e69f570a0,260526-MBTA_Da-NAS-P1,2788,0.011295457807809791,-0.0004543041845735227,2
00a23651-88b8-4320-a4fa-2e8bee62bd89,260526-MBTA_Da-NAS-P1,4234,0.011403763731037133,0.012560665027197233,0
00a283ee-3046-4d6e-bf25-90456d3ed22d,260526-MBTA_Da-NAS-P1,4107,0.0057994223575107366,-0.005453223441656885,2
00a28cfb-5712-40f2-9461-ccf6988e9377,260526-MBTA_Da-NAS-P1,3871,-0.003209650792508194,0.003743222746802138,4
00a4b83d-ee8b-42f2-8050-8fff3f59a8a8,260526-MBTA_Da-NAS-P1,3940,-0.0056606801238503245,0.0034379306191166547,4
00a526df-f174-4481-8e86-31db71d1e8f5,260526-MBTA_Da-NAS-P1,3543,0.009030552452376306,-0.004509280793019259,2
00a58cec-7f31-405c-a670-bf73cfd30e54,260526-MBTA_Da-NAS-P1,4887,-0.004668881420859861,0.004120058441718661,4
00a5bad6-6ad3-45df-a802-cdd92c3a5123,260526-MBTA_Da-NAS-P1,4261,0.0034276045910424623,-0.004813689747446514,2
00a5c48b-72aa-4b6d-b4f0-907c03f9af3c,260526-MBTA_Da-NAS-P1,5613,0.0019471294324374588,-0.003650640461624332,1
00a6038d-b79d-4c05-92c3-44622160083b,260526-MBTA_Da-NAS-P1,2728,-0.0011656248469507475,-0.007248266832993323,1
00a72f43-9c21-4adb-b27f-147b8839986e,260526-MBTA_Da-NAS-P1,3252,-0.0032208646031886582,-0.0042688156056475465,1
00a789b8-84ba-40e3-89de-6bfab7f145aa,260526-MBTA_Da-NAS-P1,2469,-0.009836952127837278,0.00485316940441317,4
00a85149-594f-440f-a471-64d3770863bd,260526-MBTA_Da-NAS-P1,2049,-0.013830564884791193,0.0023306040092963497,3
00a8cc16-0fdf-4192-bdcb-a851a7a5c36e,260526-MBTA_Da-NAS-P1,3194,0.00882314751147202,-0.006636878319459067,2
00a8e3cb-8eb6-4079-8832-750337531942,260526-MBTA_Da-NAS-P1,3036,-0.009226287274588988,-0.002458287078311043,3
00aaa611-9f6d-4dff-aa4b-131360f3dd34,260526-MBTA_Da-NAS-P1,1977,-0.00044940050261030014,0.01595817538552847,0
00aad7ce-74ba-4c61-9066-8dc843ea924a,260526-MBTA_Da-NAS-P1,3250,0.0003977229133242492,-0.007112220036921774,1
00aaf8fa-5177-4f41-8fcc-7900c45ba270,260526-MBTA_Da-NAS-P1,2680,-0.013223613066425619,0.0018883789036382706,3
00ab9a92-b16f-47c4-bff5-3f5a46f7d216,260526-MBTA_Da-NAS-P1,4034,-0.008761565292183374,0.0033109621293592097,4
00ac1ea5-f10d-4e69-b35a-a4c52272a065,260526-MBTA_Da-NAS-P1,3601,0.009986928819640643,-0.004886060893260581,2
00acaadf-2734-4d61-9fad-7f2ad1574aad,260526-MBTA_Da-NAS-P1,3207,-0.0028586160091319413,-0.004656274548029081,1
00accbf1-70be-47b7-aa97-a757375f2130,260526-MBTA_Da-NAS-P1,5488,-0.0051110900562751855,0.004157497464780556,4
00ad6782-1542-42b5-8872-c32ed6bc2bf0,260526-MBTA_Da-NAS-P1,2204,0.012531327956202416,-0.006642961434237819,2
00add493-1d46-47f0-aab6-3b5251747482,260526-MBTA_Da-NAS-P1,2718,-0.001552521655720594,-0.007036646483352598,1
00ae1d12-0cd8-4915-a2ab-40a441ad5b10,260526-MBTA_Da-NAS-P1,4235,0.003725151908380993,-0.004335505693600748,2
00aea7d8-86c2-4114-9679-094b8d7d1a0f,260526-MBTA_Da-NAS-P1,3284,0.011631860629622346,-0.005064042819363615,2
